start_date,end_date,q01,q02,q04_01,q04_02,q04_03,q04_04,q04_05,q04_06,q05,q07_01,q07_02,q07_03,q07_04,q07_05,q07_06,q07_07,q07_08,q07_09,q07_10,q07_11,q08_01,q08_02,q08_03,q08_04,q08_05,q08_06,q08_07,q08_08,q08_09,q08_10,q08_11,q08_12,q10_01,q10_02,q10_03,q10_04,q10_05,q10_06,q10_07,q10_08,q11_01,q11_02,q11_03,q11_04,q11_05,q12_01,q12_02,q12_03,q12_04,q12_05,q12_06,q12_07,q13,q14,q15,q17,q18,q19_01,q19_02,q19_03,q19_04,q19_05,q19_06,q19_07,q20_01,q20_02,q20_03,q20_04,q20_05,q20_06,q21_01,q21_02,q21_03,q21_04,q22,q24,q25_01,q25_02,q25_03,q26,q28,q29,q30,q34,q35,racethn4,educ4,age3,has_children,orientation,weight,is_employed,employment_status,os,device
2018-05-11 05:50:00,2018-05-11 05:53:00,3,2,True,False,True,False,False,False,False,3,3,1,1,0,4,0,3,3,1,2,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,False,2,,,,,,,,True,False,True,False,False,False,False,False,False,True,False,1,False,False,True,3,4,4,9,3,6,White,College or more,35 - 64,False,Straight,0.545344405,False,not looking for work,MacOS,Desktop / Laptop
2018-05-11 05:51:00,2018-05-11 06:21:00,3,3,False,False,False,False,True,True,True,4,3,3,2,0,1,0,4,4,2,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,0,,True,4,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,1,True,False,False,3,1,3,4,1,-1,Black,Some college,18 - 34,True,Straight,3.398346389,True,working full-time,Android,Phone / Tablet
2018-05-11 06:26:00,2018-05-11 06:30:00,0,0,True,False,False,True,False,False,True,1,3,3,4,0,0,2,0,0,4,4,False,False,True,True,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,False,0,,,,,,,,False,False,False,False,True,False,False,False,False,True,False,2,False,False,True,3,4,1,21,-1,4,White,High school or less,18 - 34,False,Straight,8.643673599,False,student,MacOS,Desktop / Laptop
2018-05-11 08:17:00,2018-05-11 08:23:00,2,2,True,False,False,False,False,False,False,1,2,3,2,0,3,0,3,4,1,2,False,True,False,False,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,-1,,,,,,,,False,True,False,False,False,False,False,False,False,True,False,1,False,True,False,3,4,5,48,-1,6,White,Post graduate degree,65 and up,True,Straight,0.058149837,False,not looking for work,MacOS,Desktop / Laptop
2018-05-11 08:45:00,2018-05-11 08:51:00,2,1,True,False,False,True,False,False,True,3,4,2,3,2,3,1,2,3,4,4,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,,2,False,True,2,,,,,,,,False,True,False,False,False,False,False,False,False,True,False,1,True,False,False,0,4,5,23,8,7,White,Post graduate degree,35 - 64,True,Gay/Bisexual,0.105632571,True,working full-time,Windows,Desktop / Laptop
2018-05-11 08:52:00,2018-05-11 09:03:00,2,1,True,False,True,True,False,False,True,1,2,2,3,0,4,0,4,1,1,3,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,,3,False,False,3,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,1,False,False,True,3,4,4,16,2,7,White,College or more,35 - 64,False,Straight,0.7169073509999999,True,working full-time,Windows,Desktop / Laptop
2018-05-11 09:32:00,2018-05-11 09:45:00,3,2,False,True,False,False,False,False,False,3,3,1,-1,0,4,0,4,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,,2,False,False,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,4,False,True,False,3,4,4,9,8,6,White,College or more,65 and up,True,Straight,0.5124084210000001,True,working part-time,Windows,Desktop / Laptop
2018-05-11 10:11:00,2018-05-11 10:16:00,2,2,True,False,False,False,False,False,False,1,1,0,2,1,3,0,4,4,0,0,False,False,False,False,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2,False,False,True,3,1,1,4,1,5,Black,High school or less,35 - 64,False,Straight,2.632241555,False,looking for work,Windows,Desktop / Laptop
2018-05-11 10:15:00,2018-05-11 10:19:00,1,2,True,True,True,True,True,False,False,2,2,2,2,2,2,0,4,1,0,2,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,2,,,,,,,,True,True,True,False,False,False,False,False,False,True,False,0,False,False,True,3,1,3,37,1,5,Black,Some college,65 and up,False,Straight,0.8699910959999999,False,retired,,
2018-05-11 10:45:00,2018-05-11 10:50:00,2,2,False,False,True,False,True,False,True,3,2,3,3,2,0,0,4,4,2,2,False,True,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,You weren`t sure it was sexual harassment,3,False,True,3,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True,False,1,True,False,False,3,4,5,44,-1,3,White,Post graduate degree,35 - 64,True,Straight,0.019744451,True,working full-time,Windows,Desktop / Laptop
2018-05-11 10:56:00,2018-05-11 11:00:00,2,1,True,False,False,False,False,False,False,3,3,1,2,0,4,0,3,3,1,3,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,,2,True,True,2,,,,,,,,True,True,False,False,False,False,False,False,False,True,False,1,False,True,False,3,4,4,16,3,7,White,College or more,35 - 64,True,Straight,0.695610733,True,working full-time,MacOS,Desktop / Laptop
2018-05-11 12:36:00,2018-05-11 12:42:00,3,2,True,False,False,False,False,False,False,4,4,3,4,2,4,0,3,3,0,3,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,,3,True,False,2,,,,,,,,False,False,False,True,False,False,False,False,False,True,False,1,False,True,False,3,4,4,43,7,8,White,College or more,35 - 64,True,Straight,0.515567485,True,working full-time,Windows,Desktop / Laptop
2018-05-11 01:09:00,2018-05-11 01:16:00,3,1,True,False,False,False,False,False,False,3,3,3,3,0,3,0,4,3,1,3,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,-1,,False,3,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,1,False,False,True,3,4,5,22,2,0,White,Post graduate degree,65 and up,False,Straight,0.059086640999999995,False,retired,Windows,Desktop / Laptop
2018-05-11 01:18:00,2018-05-11 01:27:00,2,1,False,True,True,False,True,False,True,1,1,0,3,0,-1,0,3,2,0,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,,3,True,True,4,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,1,False,True,False,3,4,5,30,6,2,White,Post graduate degree,65 and up,True,Straight,0.06942877,True,working full-time,Windows,Desktop / Laptop
2018-05-11 01:20:00,2018-05-11 01:25:00,1,2,False,False,True,False,False,True,True,3,3,3,2,2,4,0,4,4,1,2,False,True,False,True,True,False,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,1,False,True,False,3,4,4,43,7,8,White,College or more,65 and up,True,Straight,0.484545451,False,retired,Windows,Desktop / Laptop
2018-05-11 01:48:00,2018-05-11 01:53:00,0,0,False,False,True,False,True,False,True,3,4,3,3,0,0,0,3,4,3,3,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,False,0,,,,,,,,False,False,False,False,True,False,False,False,False,True,False,4,False,True,False,3,4,3,43,1,8,White,Some college,65 and up,True,Straight,0.600430108,False,not looking for work,Windows,Desktop / Laptop
2018-05-11 02:22:00,2018-05-11 02:28:00,3,2,False,False,False,False,True,True,True,2,2,2,2,1,4,0,2,4,0,3,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,1,False,True,False,3,4,5,32,4,2,White,Post graduate degree,65 and up,True,Straight,0.069031279,False,retired,MacOS,Desktop / Laptop
2018-05-11 02:29:00,2018-05-11 02:33:00,1,2,True,True,False,False,False,False,False,3,3,2,3,2,2,0,3,4,0,3,False,True,True,True,True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,3,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,1,False,False,True,3,4,5,44,2,3,White,Post graduate degree,65 and up,False,Straight,0.019744451,False,retired,Windows,Desktop / Laptop
2018-05-11 02:37:00,2018-05-11 02:42:00,2,2,True,False,False,False,True,False,False,1,2,2,2,2,4,0,4,2,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,,2,False,True,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,1,True,True,False,3,4,3,43,9,8,White,Some college,35 - 64,True,Straight,0.6205287420000001,True,working full-time,Windows,Desktop / Laptop
2018-05-11 02:39:00,2018-05-11 02:47:00,2,2,False,False,False,False,True,False,True,4,2,4,3,2,2,0,3,4,0,3,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,2,,,,,,,,False,True,False,False,False,False,False,False,False,True,True,2,False,False,True,3,3,1,38,0,2,Other,High school or less,18 - 34,False,Straight,5.928646721000001,False,looking for work,Android,Phone / Tablet
2018-05-11 02:49:00,2018-05-11 02:58:00,1,1,True,False,False,False,False,False,False,3,3,3,3,3,3,0,0,2,0,3,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,False,True,False,3,4,0,4,-1,5,White,High school or less,35 - 64,True,Straight,2.05030667,False,retired,Android,Phone / Tablet
2018-05-11 02:51:00,2018-05-11 02:56:00,2,2,False,False,False,False,False,True,True,1,2,4,3,2,2,0,2,4,2,3,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,-1,,False,3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2,False,False,True,3,4,5,47,9,5,White,Post graduate degree,65 and up,False,Straight,0.019744451,False,retired,Windows,Desktop / Laptop
2018-05-11 03:07:00,2018-05-11 03:14:00,3,2,True,True,True,False,True,False,False,2,2,2,2,2,4,0,4,3,0,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,,3,False,True,4,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,1,False,True,False,3,4,4,41,2,0,White,College or more,35 - 64,True,Straight,0.8445780209999999,True,working full-time,Windows,Desktop / Laptop
2018-05-11 03:17:00,2018-05-11 03:28:00,2,2,True,True,True,True,True,False,True,2,2,3,2,1,2,0,4,2,1,3,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,,2,False,False,3,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True,False,4,False,True,False,3,4,1,23,7,7,White,High school or less,35 - 64,True,Straight,2.193249238,True,working full-time,Windows,Desktop / Laptop
2018-05-11 03:38:00,2018-05-11 03:49:00,2,1,True,False,True,False,True,False,False,2,2,3,2,0,2,1,0,1,1,3,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,2,False,False,2,,,,,,,,False,False,False,True,True,False,False,False,False,True,False,4,False,True,False,3,4,3,47,9,5,White,Some college,35 - 64,True,Straight,0.49093909,True,working part-time,Windows,Desktop / Laptop
2018-05-11 03:38:00,2018-05-11 03:46:00,3,1,True,True,False,False,False,True,False,3,2,2,2,0,3,0,4,4,0,2,False,True,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,1,False,True,False,3,4,4,2,6,3,White,College or more,65 and up,True,Straight,0.408203209,False,retired,MacOS,Desktop / Laptop
2018-05-11 03:41:00,2018-05-11 03:47:00,1,1,True,False,False,False,False,False,True,3,2,3,3,0,0,0,4,3,3,4,False,True,False,True,True,False,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,-1,,False,0,,,,,,,,False,False,False,False,False,True,False,False,False,True,False,1,True,True,False,3,0,1,40,1,6,Other,High school or less,35 - 64,True,Straight,1.8146813000000002,False,not looking for work,iOS,Phone / Tablet
2018-05-11 03:56:00,2018-05-11 04:06:00,2,1,True,True,True,False,True,True,True,4,2,3,4,2,2,2,2,4,3,3,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,1,,,,,,,,False,False,False,False,False,True,False,False,False,True,False,1,False,True,False,3,4,4,47,9,5,White,College or more,65 and up,True,Straight,0.37398530700000004,False,retired,,
2018-05-11 04:24:00,2018-05-11 04:28:00,1,1,True,True,False,False,False,True,False,3,3,2,2,1,1,0,2,1,4,3,False,False,False,False,False,False,False,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,2,False,False,True,3,4,5,47,8,5,White,Post graduate degree,35 - 64,False,Straight,0.054032635,False,looking for work,Windows,Desktop / Laptop
2018-05-11 04:34:00,2018-05-11 04:40:00,2,1,True,True,False,False,False,False,True,3,3,3,2,0,4,0,2,-1,1,2,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,1,False,True,2,,,,,,,,False,False,False,True,False,False,False,False,False,True,False,1,False,True,False,3,4,4,12,9,3,White,College or more,65 and up,True,Straight,0.30902109899999997,True,working part-time,Windows,Desktop / Laptop
2018-05-11 04:40:00,2018-05-11 04:50:00,3,2,True,True,False,False,True,False,True,3,3,3,3,1,4,0,4,2,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,,3,True,True,4,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,1,False,False,True,3,4,5,43,5,8,White,Post graduate degree,35 - 64,False,Straight,0.09910235,True,working full-time,,
2018-05-11 05:04:00,2018-05-11 05:13:00,3,3,True,False,False,False,False,True,True,2,3,2,3,1,0,0,4,4,1,2,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,-1,,False,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,True,False,3,4,3,43,9,8,White,Some college,65 and up,True,Straight,0.600430108,False,retired,iOS,Phone / Tablet
2018-05-11 05:27:00,2018-05-11 05:36:00,2,0,True,True,False,False,False,False,False,2,2,1,1,1,3,0,3,0,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,1,False,True,0,,,,,,,,False,False,False,True,True,False,False,False,False,True,False,1,False,True,False,3,4,2,9,8,6,White,Some college,65 and up,True,Straight,0.635442753,True,working part-time,Windows,Desktop / Laptop
2018-05-11 05:30:00,2018-05-11 05:38:00,1,1,True,True,True,False,True,False,False,2,-1,0,-1,0,-1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,1,True,False,False,3,4,1,37,7,5,White,High school or less,65 and up,True,Straight,1.701502298,False,retired,Windows,Desktop / Laptop
2018-05-11 06:05:00,2018-05-11 06:11:00,1,1,False,True,False,False,False,False,True,4,4,3,4,2,4,0,3,3,4,3,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,,3,True,True,3,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,True,False,1,True,False,False,3,4,5,22,8,0,White,Post graduate degree,18 - 34,True,Straight,0.12588054099999998,True,working full-time,Android,Phone / Tablet
2018-05-11 06:06:00,2018-05-11 06:11:00,3,2,True,False,False,False,False,False,False,3,2,4,2,0,3,0,4,3,-1,1,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,False,True,False,3,4,4,37,9,5,White,College or more,65 and up,True,Straight,0.44249484899999997,False,retired,Android,Phone / Tablet
2018-05-11 06:11:00,2018-05-11 06:26:00,2,2,True,True,False,False,True,True,True,3,4,3,3,0,2,0,0,0,2,4,False,True,False,True,False,True,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,False,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,2,False,False,True,3,4,4,37,1,5,White,College or more,35 - 64,False,Straight,0.470628361,False,looking for work,iOS,Phone / Tablet
2018-05-11 06:34:00,2018-05-11 06:41:00,1,2,True,False,True,True,False,False,True,2,3,2,4,0,4,0,3,3,3,3,False,True,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,3,True,True,3,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,2,False,False,True,3,2,5,9,8,6,Hispanic,Post graduate degree,18 - 34,False,Straight,0.660588029,True,working full-time,Android,Phone / Tablet
2018-05-11 07:08:00,2018-05-11 07:18:00,2,1,True,False,False,False,True,False,True,3,3,-1,4,0,1,0,2,2,1,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,,0,,True,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,False,True,False,3,4,5,47,1,5,White,Post graduate degree,65 and up,True,Straight,0.019744451,True,working part-time,Windows,Desktop / Laptop
2018-05-11 07:12:00,2018-05-11 07:15:00,3,2,True,True,True,False,True,False,False,3,4,4,3,1,0,4,2,2,3,4,False,False,False,False,False,False,False,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,False,0,,,,,,,,False,False,False,True,False,False,False,False,False,True,False,2,False,False,True,1,4,3,35,1,0,White,Some college,35 - 64,False,Gay/Bisexual,3.105916675,False,not looking for work,Windows,Desktop / Laptop
2018-05-11 07:14:00,2018-05-11 07:18:00,2,0,False,False,False,True,True,False,False,2,1,3,0,0,4,0,3,4,0,2,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,1,False,True,False,3,4,4,47,9,5,White,College or more,65 and up,True,Straight,0.37398530700000004,False,retired,Windows,Desktop / Laptop
2018-05-11 07:27:00,2018-05-11 07:30:00,2,1,False,False,False,True,False,False,True,1,2,0,3,2,3,0,3,4,1,3,False,True,False,True,False,True,False,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,True,3,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,0,False,True,False,3,4,1,47,8,3,White,High school or less,35 - 64,True,Straight,1.471602022,False,retired,Windows,Desktop / Laptop
2018-05-11 07:30:00,2018-05-11 07:38:00,2,1,False,False,False,True,False,False,False,3,3,2,3,0,3,0,4,2,2,3,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,You didn`t want to get involved,2,False,True,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,False,True,False,3,4,4,21,2,4,White,College or more,35 - 64,True,Straight,0.68862606,True,working full-time,iOS,Phone / Tablet
2018-05-11 07:35:00,2018-05-11 07:41:00,2,1,False,False,False,False,False,True,False,1,2,1,2,0,1,0,2,3,2,2,False,True,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,-1,,False,4,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,2,False,False,True,3,4,0,37,1,5,White,High school or less,35 - 64,False,Straight,1.816118981,False,not looking for work,Android,Phone / Tablet
2018-05-11 07:56:00,2018-05-11 07:59:00,3,1,True,False,False,False,False,False,False,1,2,2,1,0,3,0,3,2,1,1,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,-1,,True,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,False,True,False,3,4,5,47,-1,5,White,Post graduate degree,65 and up,True,Straight,0.019744451,False,retired,Windows,Desktop / Laptop
